country,iso_code,entity_type,year,population,gdp,primary_energy_consumption,energy_per_capita,fossil_share_energy,renewables_share_energy,low_carbon_share_energy,nuclear_share_energy,solar_share_energy,wind_share_energy,hydro_share_energy,greenhouse_gas_emissions
Africa,,Region,1990,643490587,,2610.341064,4056.533447,92.88253784,6.214662552,7.117459297,0.902796924,0,0,6.11780405,
Africa,,Region,1991,660810865,,2605.74707,3943.25708,92.42808533,6.592874527,7.571913242,0.979038715,0,0,6.49389267,
Africa,,Region,1992,678257033,,2642.723389,3896.344971,92.81143188,6.208268642,7.18857193,0.980303288,0,0,6.106872559,
Africa,,Region,1993,696302246,,2650.902588,3807.114746,93.16087341,6.075866699,6.839130402,0.763263464,0,0.00021041,5.963292599,
Africa,,Region,1994,714183914,,2740.532227,3837.291992,93.05460358,5.958602905,6.945394516,0.986791432,0,0.000549518,5.861121178,
Africa,,Region,1995,732395090,,2849.608154,3890.807373,92.93251038,5.961485386,7.067490101,1.106004953,0,0.000616568,5.847633362,
Africa,,Region,1996,751187001,,2923.5354,3891.887695,92.79670715,6.079956055,7.203289509,1.123333573,0,0.000677339,5.943208218,
Africa,,Region,1997,770098458,,2985.12915,3876.29541,92.70677948,6.111552238,7.293218136,1.181665778,0,0.000672728,5.964099407,
Africa,,Region,1998,789672411,,3028.711426,3835.402344,92.42892456,6.318395138,7.571072578,1.252677321,0,0.000699974,6.13903904,
Africa,,Region,1999,809745318,,3121.757813,3855.234131,92.36244965,6.490368843,7.637548923,1.147179604,0,0.001769429,6.316705227,
Africa,,Region,2000,830226481,,3196.580078,3850.250732,92.05155182,6.812817574,7.948448181,1.135630488,0.001055412,0.015319227,6.573046207,273.9700012
Africa,,Region,2001,851317075,,3318.360352,3897.913574,92.07968903,7.023974419,7.92030859,0.896334171,0.001258748,0.03475124,6.765831947,284.7200012
Africa,,Region,2002,873025213,,3361.184326,3850.042725,91.78230286,7.235608101,8.217694283,0.982086599,0.001347919,0.036330409,6.967252731,300.9599915
Africa,,Region,2003,895336412,,3512.795654,3923.436523,92.28218842,6.731312275,7.717813492,0.986501336,0.001502173,0.041725438,6.436218262,318.5499878
Africa,,Region,2004,918363272,,3819.39917,4158.919922,92.51258087,6.53521204,7.487420082,0.952208042,0.001656811,0.054736789,6.214529991,336.9700012
Africa,,Region,2005,942115143,,3787.716553,4020.439209,92.55098724,6.644129753,7.449008942,0.80487901,0.00193193,0.055621829,6.33225584,350.5500183
Africa,,Region,2006,966491337,,3871.460205,4005.685303,92.54550934,6.759122372,7.454487324,0.695364952,0.002433792,0.059133559,6.384560585,368.230011
Africa,,Region,2007,991615906,,4012.791748,4046.719727,92.57039642,6.676439762,7.4296031,0.753163218,0.002936905,0.067638047,6.336038589,382.7399902
Africa,,Region,2008,1017632831,,4258.883301,4185.088379,92.81542206,6.375640392,7.184574127,0.808933556,0.003888341,0.081609629,6.031673431,386.6900024
Africa,,Region,2009,1044356804,,4315.664551,4132.366211,92.7634964,6.454547405,7.236507416,0.781959891,0.005101402,0.097061433,6.079751968,384.0100098
Africa,,Region,2010,1071809929,,4460.19043,4161.363281,92.47080231,6.735987663,7.529196739,0.793209016,0.011793205,0.133973822,6.314655781,411.1799927
Africa,,Region,2011,1099732995,,4529.279297,4118.526367,92.43967438,6.819191456,7.560323715,0.741132319,0.033707667,0.137164176,6.36088419,420.75
Africa,,Region,2012,1128396676,,4734.075684,4195.400391,92.736763,6.554425716,7.263235092,0.708809376,0.051882397,0.137619331,6.06084013,442.2000122
Africa,,Region,2013,1158293959,,4888.161621,4220.13916,92.55615997,6.702683449,7.443837643,0.741154015,0.038759854,0.188928321,6.164254189,447.8399963
Africa,,Region,2014,1188685762,,5049.482422,4247.954102,92.30485535,6.997135162,7.695141315,0.698006153,0.093897231,0.256168664,6.283324718,459.6399841
Africa,,Region,2015,1219484027,,5163.164063,4233.89209,92.37499237,7.022667885,7.625004768,0.602336824,0.174542621,0.438719243,5.954283237,472.0700073
Africa,,Region,2016,1250551239,,5280.842773,4222.812012,92.34963989,6.932607174,7.650363445,0.71775645,0.251195222,0.533978999,5.700225353,479.3099976
Africa,,Region,2017,1282169538,,5444.701172,4246.475098,92.16625214,7.179438114,7.83374548,0.654307246,0.318614691,0.627609789,5.787045002,485.9400024
Africa,,Region,2018,1314609397,,5530.572754,4207.008301,91.87844086,7.598577023,8.121560097,0.522983074,0.3763915,0.666795313,6.070496559,499.7000122
Africa,,Region,2019,1347162538,,5681.83252,4217.629395,91.57963562,7.840519905,8.420368195,0.579847753,0.482745886,0.843743622,6.031164646,503.6000061
Africa,,Region,2020,1379939686,,5412.60498,3922.348877,90.72618866,8.819854736,9.273809433,0.453954697,0.695923388,0.876065016,6.75724411,486.2399902
Africa,,Region,2021,1412811077,,5870.373535,4155.101563,90.76393127,8.715218544,9.236068726,0.520849824,0.735970259,0.967944145,6.555725098,504.5
Africa,,Region,2022,1445862695,,5954.654297,4118.40918,90.66081238,8.920485497,9.339186668,0.418701231,0.714142382,1.024951458,6.712740898,506.9299927
Africa,,Region,2023,1479690254,,6050.291992,4088.890869,90.45652008,9.215276718,9.543483734,0.328207344,0.768357456,1.151153684,6.771502972,506.2799988
Africa,,Region,2024,1514032368,,6139.62793,4055.149658,90.33451843,9.354101181,9.665484428,0.31138286,0.832918823,1.160558224,6.789574146,523.3300171
Asia,,Region,1990,3209094423,,25686.19727,8004.188477,91.83139801,5.051873684,8.168601036,3.116726637,4.34E-05,0.000361705,4.820817947,
Asia,,Region,1991,3268207608,,26742.18555,8182.523438,91.8943634,4.908610344,8.105636597,3.197026253,4.17E-05,0.001282293,4.681147099,
Asia,,Region,1992,3324812378,,27935.55469,8402.144531,92.12354279,4.73490572,7.876458168,3.141552448,0.000154668,0.002203099,4.513204098,
Asia,,Region,1993,3380039932,,29123.30078,8616.259766,91.63551331,5.024381638,8.364484787,3.340103388,0.000272856,0.002966479,4.812704563,
Asia,,Region,1994,3433680236,,30625.48633,8919.143555,91.82969666,4.780127525,8.170303345,3.390175343,0.000327695,0.005262037,4.539538383,
Asia,,Region,1995,3486817949,,31881.82031,9143.52832,91.41957092,4.989715099,8.580430031,3.590714693,0.000432984,0.009747499,4.70816803,
Asia,,Region,1996,3539849816,,33290.74219,9404.563477,91.61740112,4.750860214,8.382597923,3.631737709,0.000607623,0.008180387,4.478057384,
Asia,,Region,1997,3592367920,,34256.44141,9535.894531,91.60933685,4.636395454,8.390665054,3.754269838,0.000946912,0.009731156,4.336203575,
Asia,,Region,1998,3644341780,,34322.67578,9418.072266,91.19233704,4.907984257,8.807661057,3.8996768,0.001359153,0.011843368,4.586740494,
Asia,,Region,1999,3695620583,,35413.875,9582.660156,91.48284149,4.674832344,8.517158508,3.842325687,0.00193373,0.015976936,4.329349041,
Asia,,Region,2000,3746832777,,36891.33203,9846.004883,91.55726624,4.649407387,8.442737579,3.793329954,0.002873454,0.018002667,4.28130722,3027.110107
Asia,,Region,2001,3797954107,,38139.58984,10042.14063,91.48691559,4.816589355,8.513081551,3.696492195,0.004015638,0.023261726,4.445023537,3166.910156
Asia,,Region,2002,3847359674,,40024.75,10403.17383,91.69300842,4.724159718,8.306991577,3.58283186,0.005280475,0.023838393,4.351320744,3412.169922
Asia,,Region,2003,3895799439,,43127.86719,11070.35059,92.51119995,4.547671795,7.488801479,2.941129684,0.006661681,0.029119805,4.171997547,3771.929932
Asia,,Region,2004,3944378395,,47339.00391,12001.63867,92.10365295,4.838200569,7.896348953,3.058148384,0.007975152,0.04680898,4.45390749,4060.689941
Asia,,Region,2005,3992890580,,50966.95313,12764.4248,92.39569092,4.662669182,7.604305744,2.941636562,0.009341406,0.054247662,4.252069473,4416.339844
Asia,,Region,2006,4041771416,,53908.76172,13337.9043,92.30795288,4.852599621,7.69204855,2.839449167,0.010892671,0.079914488,4.401193619,4800.200195
Asia,,Region,2007,4090564345,,57188.98438,13980.70801,92.6205368,4.825957775,7.379466057,2.55350852,0.012244376,0.099515676,4.331010342,5287.540039
Asia,,Region,2008,4139267468,,59053.00781,14266.53613,92.3024292,5.314890862,7.697574139,2.382683277,0.014275215,0.146278307,4.72333765,5432.459961
Asia,,Region,2009,4188829464,,60345.11328,14406.19922,92.39726257,5.176656723,7.602740765,2.426083803,0.017984061,0.221164256,4.465956211,5646.310059
Asia,,Region,2010,4238694946,,64320.45313,15174.58887,91.99397278,5.626696587,8.006027222,2.379330397,0.023806924,0.31686765,4.790104389,6132.640137
Asia,,Region,2011,4288350005,,67605.3125,15764.87793,92.57003021,5.561721802,7.429970741,1.868248463,0.040037382,0.42347613,4.589163303,6726.089844
Asia,,Region,2012,4338443538,,70002.19531,16135.3252,92.59510803,6.12373209,7.40489006,1.281157732,0.057801988,0.532464683,4.991872311,7016.529785
Asia,,Region,2013,4387757369,,71782.39844,16359.70117,92.15149689,6.593783379,7.84850502,1.254721522,0.104801022,0.661839366,5.21955204,7402.430176
Asia,,Region,2014,4435744576,,73772.55469,16631.38086,91.54563141,7.145222664,8.454368591,1.309145927,0.205785677,0.731235504,5.517988205,7714.290039
Asia,,Region,2015,4482088489,,75114.6875,16758.85938,91.09674072,7.460905075,8.903258324,1.442353487,0.311716884,0.815515637,5.615012646,7659.100098
Asia,,Region,2016,4527178153,,76546.83594,16908.28906,90.48414612,7.943875313,9.515851974,1.571976185,0.458149374,1.029999971,5.684981823,7942.790039
Asia,,Region,2017,4571224645,,79234.73438,17333.37109,90.04243469,8.361930847,9.957567215,1.595636487,0.692648172,1.241020441,5.603685379,8363.219727
Asia,,Region,2018,4612352852,,82105.53125,17801.22461,89.42485809,8.861805916,10.57513905,1.713333249,0.947466552,1.42121315,5.507809639,8813.889648
Asia,,Region,2019,4651098724,,84504.66406,18168.75391,88.59919739,9.469623566,11.40080261,1.931179166,1.159256101,1.516847253,5.699556828,8886.740234
Asia,,Region,2020,4686811214,,84082.52344,17940.24023,87.8364563,10.19691563,12.16354752,1.96663177,1.398107886,1.709817171,5.861718655,8871.580078
Asia,,Region,2021,4716999164,,88455.96875,18752.59375,87.29019165,10.66401482,12.70980644,2.045791864,1.649440765,2.208941698,5.459721088,9469.600586
Asia,,Region,2022,4746329727,,90876.89844,19146.77344,86.51511383,11.39701748,13.48488808,2.087870598,2.021556854,2.476051092,5.452174664,9662.620117
Asia,,Region,2023,4776659631,,94503.46875,19784.42578,86.21711731,11.63913155,13.78288078,2.143749237,2.472057819,2.738449574,4.923167706,10095.33984
Asia,,Region,2024,4805539800,,97910.24219,20374.45313,84.98878479,12.84081841,15.01121521,2.170396566,3.14787364,2.946424723,5.196641922,10328.98047
Czechoslovakia,,Region,1990,15570000,2.11312E+11,940.9102783,60430.97656,,,,,,,,
Czechoslovakia,,Region,1991,15590000,1.85261E+11,851.4020996,54612.06641,,,,,,,,
Czechoslovakia,,Region,1992,15620000,1.82442E+11,766.1469727,49049.10156,,,,,,,,
East Germany,,Region,1990,16110000,,1523.845581,94590.03906,,,,,,,,
Europe,,Region,1990,724943715,,35388.60938,48815.66406,86.73895264,5.270828247,13.26104736,7.990219593,9.83E-05,0.00614892,5.096415043,
Europe,,Region,1991,727298534,,34862.17969,47933.79688,86.23293304,5.454125404,13.76707077,8.312945366,0.000124304,0.00784451,5.270049572,
Europe,,Region,1992,728443297,,33621.97266,46155.92188,85.50913239,5.818314552,14.49086666,8.672552109,0.000208361,0.012748628,5.611840248,
Europe,,Region,1993,728848398,,32455.35156,44529.63281,84.51443481,6.187879086,15.48556805,9.297688484,0.000278608,0.019726558,5.945896149,
Europe,,Region,1994,729745970,,31162.06836,42702.625,84.00904083,6.573300838,15.99095726,9.417655945,0.000310825,0.026798166,6.299391747,
Europe,,Region,1995,730260103,,31142.17383,42645.31641,83.69770813,6.639786243,16.30229187,9.662506104,0.000403057,0.034762077,6.331771374,
Europe,,Region,1996,730267162,,31390.42578,42984.85156,83.62911224,6.213021755,16.37088585,10.15786457,0.000425834,0.043084074,5.89289999,
Europe,,Region,1997,730339959,,30845.05664,42233.83594,82.95584869,6.615231037,17.04415131,10.42891979,0.000516534,0.066209182,6.21335125,
Europe,,Region,1998,729796180,,30945.45117,42402.86719,82.83309174,6.89159584,17.16690636,10.27531147,0.000606656,0.100992389,6.416903496,
Europe,,Region,1999,729166727,,30874.37109,42341.99219,82.39241028,7.083373547,17.60759354,10.52421856,0.000727127,0.128913194,6.557714462,
Europe,,Region,2000,729129967,,31106.08203,42661.91797,82.00730896,7.390041828,17.99269485,10.60265255,0.000669937,0.201501086,6.751409054,1837.180054
Europe,,Region,2001,729220001,,31522.99414,43228.37109,81.81521606,7.433981419,18.18478775,10.75080585,0.001713892,0.2369854,6.720975876,1847.930054
Europe,,Region,2002,730126161,,31359.5625,42950.88281,82.16306305,6.959254742,17.83693695,10.87768173,0.00276848,0.320433676,6.089980125,1890.560059
Europe,,Region,2003,731394229,,31873.65625,43579.3125,82.59938049,6.606395245,17.40061951,10.79422379,0.004032581,0.385797501,5.597369671,1966.880005
Europe,,Region,2004,732282324,,32301.49023,44110.70703,82.1388092,7.163397312,17.86119461,10.69779778,0.006340275,0.504440248,5.914562225,1951.329956
Europe,,Region,2005,733101021,,32389.34961,44181.29297,82.10608673,7.372326851,17.89391136,10.52158451,0.012636553,0.597967207,5.888472557,1970.440063
Europe,,Region,2006,733756870,,32830.31641,44742.77344,82.24156189,7.396658897,17.7584362,10.36177635,0.021060828,0.685662568,5.664599895,2028.900024
Europe,,Region,2007,734987444,,32589.94141,44340.8125,82.11042786,7.906740189,17.88957214,9.982831955,0.031848583,0.87185061,5.787708282,2059.159912
Europe,,Region,2008,736658822,,32504.76758,44124.58984,81.65309906,8.393364906,18.34689903,9.953533173,0.062025595,0.991561174,5.923614979,2029.839966
Europe,,Region,2009,738063440,,30545.23438,41385.64844,80.64834595,9.244250298,19.35165405,10.1074028,0.123954825,1.165371895,6.299962044,1860.859985
Europe,,Region,2010,739291483,,31746.00781,42941.125,80.49727631,9.566914558,19.50272751,9.935811996,0.194368333,1.24395597,6.326472282,1915.069946
Europe,,Region,2011,740524016,,31343.11719,42325.58984,80.51038361,9.525666237,19.48961449,9.96394825,0.393038571,1.519202232,5.664516926,1930.560059
Europe,,Region,2012,741642607,,31273.51758,42167.91016,79.66751862,10.57038212,20.33247948,9.762097359,0.599342346,1.73952353,6.07179451,1933.959961
Europe,,Region,2013,742672989,,30951.60742,41675.95703,78.84275818,11.50204182,21.15724373,9.655201912,0.721096575,2.00736165,6.529093266,1854.209961
Europe,,Region,2014,743860819,,30080.32227,40438.10547,77.87436676,12.11617851,22.12563133,10.00945187,0.839372575,2.190489531,6.627996922,1753.300049
Europe,,Region,2015,745474876,,29977.87891,40213.13281,77.66973877,12.42086411,22.33026314,9.909399033,0.930732846,2.622598886,6.288226128,1750.709961
Europe,,Region,2016,747258527,,30335.35742,40595.53125,77.94625092,12.5403471,22.05374908,9.513401985,0.942426383,2.574016809,6.442914963,1730.599976
Europe,,Region,2017,748701837,,30637.14844,40920.35938,78.08238983,12.54323101,21.91760635,9.374375343,0.99874109,3.021450758,5.874848366,1710.869995
Europe,,Region,2018,749853945,,30958.79883,41286.4375,77.53202057,13.22471714,22.46797943,9.243262291,1.05281806,3.115374327,6.300997257,1653.569946
Europe,,Region,2019,750809114,,30507.0293,40632.20313,76.98069,13.69482422,23.01930618,9.324482918,1.170174241,3.595621347,6.011518002,1539.849976
Europe,,Region,2020,750844584,,28626.06641,38125.15625,75.033638,15.82458973,24.96636581,9.141775131,1.455885172,4.276810169,6.932298183,1378
Europe,,Region,2021,749949128,,29823.74023,39767.68359,75.27698517,15.46100426,24.72301292,9.262007713,1.558653712,3.945634127,6.788757801,1480.790039
Europe,,Region,2022,748314268,,29128.34375,38925.28125,76.1315918,15.60742664,23.8684063,8.260980606,1.998216629,4.477579117,5.929720402,1504.810059
Europe,,Region,2023,746966209,,28746.48438,38484.31641,74.4797287,17.2432766,25.52026939,8.276991844,2.403556347,5.017947674,6.690205574,1303.349976
Europe,,Region,2024,746460441,,29280.27734,39225.49219,73.75224304,17.84869766,26.24775505,8.399057388,2.819545746,5.019137859,7.021518707,1258.660034
Europe,,Region,2025,745787940,,,,,,,,,,,1254.589966
European Union (27),,Region,1990,419997519,,17739.375,42236.85547,83.71996307,4.801165581,16.28003693,11.47887135,0.000180335,0.01212928,4.481502533,
European Union (27),,Region,1991,421419173,,17589.60352,41738.97266,83.03157806,5.066196442,16.96842194,11.90222454,0.000214711,0.015411371,4.731127739,
European Union (27),,Region,1992,422863649,,17292.35547,40893.45313,82.49119568,5.382199764,17.50880814,12.12660789,0.000356796,0.024263298,5.016444206,
European Union (27),,Region,1993,424104740,,17167.38086,40479.10547,81.81964111,5.596062183,18.18035698,12.58429432,0.000461588,0.033648435,5.183357239,
European Union (27),,Region,1994,425189040,,17114.42578,40251.33203,81.61207581,5.797497272,18.38792038,12.59042358,0.000484051,0.043023534,5.353426933,
European Union (27),,Region,1995,425847857,,17576.00195,41272.96094,81.70741272,5.685148239,18.29258537,12.60743809,0.000618187,0.055187192,5.196959972,
European Union (27),,Region,1996,426181943,,18126.11914,42531.41016,81.65094757,5.509662628,18.34904861,12.83938694,0.000628932,0.066927366,5.017473221,
European Union (27),,Region,1997,426651685,,18018.70508,42232.82422,81.16364288,5.814090729,18.83635902,13.0222683,0.000774599,0.102774739,5.197109699,
European Union (27),,Region,1998,426655455,,18140.99414,42519.07422,81.11042786,6.049244404,18.88957214,12.84032726,0.00091038,0.158474162,5.328715801,
European Union (27),,Region,1999,426830677,,18020.73242,42219.86328,80.7220459,6.118659496,19.2779541,13.15929413,0.001073769,0.207151592,5.33080101,
European Union (27),,Region,2000,427627361,,18025.58203,42152.54688,80.15839386,6.501444817,19.84160805,13.34016323,0.000886568,0.332354635,5.526531219,1098.800049
European Union (27),,Region,2001,428578326,,18356.68164,42831.56641,79.75848389,6.775737762,20.24151611,13.46577835,0.002632616,0.39158684,5.69097662,1104.140015
European Union (27),,Region,2002,429890525,,18268.4707,42495.63281,80.26673889,6.111841202,19.73326111,13.62141991,0.004395039,0.529363036,4.776116371,1142.209961
European Union (27),,Region,2003,431461841,,18602.23438,43114.4375,80.55807495,6.071059227,19.44192314,13.37086391,0.006501722,0.638171136,4.522208214,1187.699951
European Union (27),,Region,2004,433058605,,18876.91406,43589.74609,79.9517746,6.632243633,20.04822731,13.4159832,0.01043321,0.830768168,4.706612587,1181.410034
European Union (27),,Region,2005,434557134,,18880.05664,43446.66016,80.18056488,6.686513901,19.81943893,13.13292408,0.021161556,0.975924015,4.405888081,1182.280029
European Union (27),,Region,2006,435683170,,19008.96875,43630.25781,79.97031403,7.083301544,20.02968788,12.94638729,0.035770554,1.114321589,4.404863834,1198.359985
European Union (27),,Region,2007,436994510,,18781.16406,42978.03125,79.85540009,7.713867664,20.14459801,12.43073082,0.05454167,1.42390573,4.406359196,1217.530029
European Union (27),,Region,2008,438548227,,18720.18555,42686.71875,78.94280243,8.495009422,21.05720139,12.56219196,0.106840469,1.607292533,4.648309708,1161.280029
European Union (27),,Region,2009,439690812,,17585.41406,39994.95313,77.99929047,9.598103523,22.00070572,12.40260315,0.214104682,1.869237542,4.963505745,1073.849976
European Union (27),,Region,2010,440608965,,18308.40234,41552.49609,77.27867889,10.47569752,22.72132301,12.24562645,0.335126311,1.996686935,5.360722065,1087.929932
European Union (27),,Region,2011,441440625,,17768.26563,40250.63672,77.00057983,10.68744469,22.99942017,12.31197643,0.687012494,2.42562151,4.51394701,1095.570068
European Union (27),,Region,2012,441999248,,17569.77344,39750.6875,75.85759735,12.13141632,24.14240265,12.01098633,1.037876964,2.77654767,4.890752792,1079.73999
European Union (27),,Region,2013,442399413,,17433.59766,39406.91797,74.85248566,13.20788956,25.14751053,11.93962097,1.235171914,3.107825279,5.430372715,1029.800049
European Union (27),,Region,2014,442964758,,16871.61914,38087.94922,73.50773621,14.11762619,26.49226189,12.37463474,1.413794518,3.367483616,5.616987705,968.2300415
European Union (27),,Region,2015,443910920,,17074.25391,38463.24219,74.00229645,14.22110748,25.99770164,11.77659512,1.49265039,3.945024252,5.014293671,999.8099976
European Union (27),,Region,2016,444911502,,17240.17188,38749.66406,74.46601105,14.23268509,25.53398895,11.30130386,1.470921278,3.933414698,5.073911667,987.2000122
European Union (27),,Region,2017,445696788,,17562.96094,39405.625,75.0594635,14.0291729,24.94053841,10.91136551,1.533439755,4.495007038,4.212923527,995.0199585
European Union (27),,Region,2018,446503671,,17504.51953,39203.52734,73.96891022,15.09781551,26.03109169,10.93327618,1.625459075,4.609793663,4.916898251,934.4199829
European Union (27),,Region,2019,447369201,,17256.72461,38573.78906,73.09650421,15.81242275,26.9034977,11.09107494,1.796787381,5.294521332,4.596909046,825.9799805
European Union (27),,Region,2020,447777523,,15949.86035,35620.05469,70.84950256,18.44750214,29.15049553,10.70299339,2.258783817,6.242717266,5.415899277,719.0599976
European Union (27),,Region,2021,447705920,,16806.00391,37538.04297,71.3482666,17.81162453,28.65173721,10.84011173,2.407800913,5.742164612,5.146635056,783.5
European Union (27),,Region,2022,449113463,,16149.71289,35959.09375,72.03098297,18.6007843,27.96901321,9.368228912,3.217026234,6.493834972,4.226414204,809.7800293
European Union (27),,Region,2023,450657572,,15695.72363,34828.49219,68.94812012,21.29429817,31.05188179,9.757584572,3.967115641,7.560211182,5.17834425,639.1799927
European Union (27),,Region,2024,450259560,,15902.26074,35317.98438,67.61457062,22.29078674,32.38542938,10.09464169,4.707606316,7.608490944,5.726992607,585.710022
European Union (27),,Region,2025,448992615,,,,,,,,,,,587.0999756
High-income countries,,Region,1990,1187956164,,67121.99219,56502.07813,86.02127075,6.087921619,13.9787302,7.890808582,0.00160275,0.014969325,5.593677044,
High-income countries,,Region,1991,1196239408,,67329.02344,56283.90234,85.55503845,6.181197166,14.44496346,8.263766289,0.00207908,0.016434873,5.661857128,
